CASE_NO,ACCD_TP,Sub_bur,Eve_time,YEAR,MONTH,HOUR,Two_HOUR,Three_HOUR,WEEKDAY,Distr,Num_casual,Num_wound,Weather,Light_condition,Road_category,Speed_limit,Road_type,Acc_location,Pavement_con,Signal_classfication,Accident_type,Sex,AGE,Protect_equip,Mobile,Car_type,Move_type,Qualified,Alcohol
C9100663,2,C9,9709021610,97,9,16,9,6,2,100,0,1,3,1,2,50,1,1,2,1,16,2,5,1,1,3,1,1,1
CG100732,2,CG,9709021905,97,9,19,10,7,2,114,0,1,3,2,2,50,2,4,2,4,12,1,5,1,1,4,7,1,1
CG100732,2,CG,9709021905,97,9,19,10,7,2,114,0,1,3,2,2,50,2,4,2,4,12,2,9,1,1,6,9,1,1
CD100009,2,CD,9708291620,97,8,16,9,6,5,112,0,1,3,1,2,60,2,4,2,4,12,2,4,1,1,5,8,1,1
C7100948,2,C7,9709010845,97,9,8,5,3,1,104,0,2,3,1,2,50,1,1,2,1,5,1,3,1,1,6,7,1,1
C8015016,2,C8,9708292025,97,8,20,11,7,5,106,0,1,3,2,2,50,1,1,2,4,12,1,3,1,1,6,9,1,1
C5001101,2,C5,9708292005,97,8,20,11,7,5,103,0,2,3,1,2,50,1,1,2,1,16,2,4,1,1,3,6,1,1
CE100941,2,CE,9708291815,97,8,18,10,7,5,116,0,1,3,2,2,50,1,1,2,4,16,2,4,1,1,6,9,1,1
C5001101,2,C5,9708292005,97,8,20,11,7,5,103,0,2,3,1,2,50,1,1,2,1,16,1,6,1,1,5,3,1,1
C5001101,2,C5,9708292005,97,8,20,11,7,5,103,0,2,3,1,2,50,1,1,2,1,16,1,2,4,3,8,20,3,2
CI027806,2,CI,9709011630,97,9,16,9,6,1,110,0,1,2,2,2,50,2,4,2,4,8,1,9,4,3,8,17,3,2
CA100001,2,CA,9709011945,97,9,19,10,7,1,100,0,3,2,2,2,50,1,1,2,1,16,2,3,4,3,8,20,3,2
CA019111,2,CA,9709010530,97,9,5,3,2,1,100,0,1,3,1,2,50,1,1,2,2,3,1,5,1,1,4,9,1,1
CA019111,2,CA,9709010530,97,9,5,3,2,1,100,0,1,3,1,2,50,1,1,2,2,3,1,9,4,3,8,16,3,1
CE100943,2,CE,9709010720,97,9,7,4,3,1,116,0,1,3,1,2,50,1,1,2,1,15,1,1,1,1,6,9,2,1
CC100131,2,CC,9708291210,97,8,12,7,5,5,111,0,1,3,1,2,50,2,3,2,4,16,1,3,1,1,3,8,2,1
C8015563,2,C8,9708301040,97,8,10,6,4,6,106,0,2,3,1,2,50,1,1,2,4,3,1,5,1,1,6,9,1,1
CB023134,2,CB,9708312240,97,8,22,12,8,7,105,0,1,3,2,2,50,1,1,2,1,15,1,6,1,1,4,9,1,1
CG045643,2,CG,9708290850,97,8,8,5,3,5,114,0,2,3,1,2,50,1,1,2,1,17,2,3,1,1,6,9,1,1
CC033281,2,CC,9707292150,97,7,21,11,8,2,111,0,3,2,2,2,50,1,1,1,4,15,1,3,1,1,6,9,1,1
CC033281,2,CC,9707292150,97,7,21,11,8,2,111,0,3,2,2,2,50,1,1,1,4,15,1,5,1,3,3,13,4,1
C7100604,2,C7,9708302323,97,8,23,12,8,6,104,0,3,3,2,2,50,1,1,2,4,17,2,3,1,1,6,5,1,1
CC032297,2,CC,9709030800,97,9,8,5,3,3,111,0,2,3,1,2,40,4,5,2,4,12,1,8,1,1,6,9,1,1
CI028339,2,CI,9708301445,97,8,14,8,5,6,110,0,2,3,1,2,50,1,1,2,1,15,2,4,1,1,6,11,1,1
CA019050,2,CA,9708031135,97,8,11,6,4,7,100,0,1,3,1,2,50,1,1,2,4,16,2,6,1,1,3,6,1,1
CC032297,2,CC,9709030800,97,9,8,5,3,3,111,0,2,3,1,2,40,4,5,2,4,12,1,6,4,3,8,20,3,2
C7100643,2,C7,9708301407,97,8,14,8,5,6,104,0,1,3,1,2,50,2,4,2,4,17,2,4,1,1,3,13,1,1
CG100235,2,CG,9709011509,97,9,15,8,6,1,114,0,1,1,1,2,50,1,1,1,4,16,1,5,1,4,3,5,1,1
CG100235,2,CG,9709011509,97,9,15,8,6,1,114,0,1,1,1,2,50,1,1,1,4,16,1,5,1,4,6,9,1,1
C6004694,2,C6,9709011330,97,9,13,7,5,1,108,0,1,2,1,2,40,2,3,1,4,17,1,4,1,1,6,9,1,1
C7100371,2,C7,9708030840,97,8,8,5,3,7,104,0,1,3,1,2,50,1,1,2,3,11,1,9,1,1,6,9,1,1
C6100092,2,C6,9708202210,97,8,22,12,8,3,108,0,2,3,2,2,50,1,1,2,2,16,1,4,3,4,6,6,1,1
C5105673,2,C5,9708291910,97,8,19,10,7,5,103,0,2,3,2,2,30,1,1,2,1,13,2,4,1,1,6,14,1,1
C5105674,2,C5,9708292035,97,8,20,11,7,5,103,0,1,3,2,2,50,2,4,2,4,16,1,5,1,1,3,11,1,1
C5105674,2,C5,9708292035,97,8,20,11,7,5,103,0,1,3,2,2,50,2,4,2,4,16,1,8,1,1,4,9,1,1
C8100195,2,C8,9708291955,97,8,19,10,7,5,106,0,1,3,2,2,50,2,4,2,4,17,1,6,1,1,4,1,1,1
C8100195,2,C8,9708291955,97,8,19,10,7,5,106,0,1,3,2,2,50,2,4,2,4,17,1,4,1,1,6,14,1,1
C5000983,2,C5,9708291750,97,8,17,9,6,5,103,0,2,3,2,2,50,2,4,2,4,12,1,2,3,4,6,9,1,1
C5000983,2,C5,9708291750,97,8,17,9,6,5,103,0,2,3,2,2,50,2,4,2,4,12,2,2,4,3,8,20,3,2
C9100440,2,C9,9708300010,97,8,0,1,1,6,100,0,2,3,2,2,50,1,1,2,3,16,2,4,1,1,6,9,1,1
CI028314,2,CI,9708292345,97,8,23,12,8,5,110,0,2,3,2,2,50,2,4,2,4,12,1,3,1,1,6,1,1,1
CI028314,2,CI,9708292345,97,8,23,12,8,5,110,0,2,3,2,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CI028167,2,CI,9708292230,97,8,22,12,8,5,110,0,1,3,2,2,50,1,1,2,1,16,2,9,4,3,7,14,3,1
C8015561,2,C8,9708292340,97,8,23,12,8,5,106,0,1,3,2,2,40,1,1,2,4,15,2,3,1,1,6,9,1,1
CI028338,2,CI,9708292155,97,8,21,11,8,5,110,0,1,3,2,2,50,1,1,2,4,12,1,4,1,1,6,9,1,1
CB102365,2,CB,9712111939,97,12,19,10,7,4,105,0,3,3,2,2,30,1,1,2,2,3,1,3,1,1,6,9,1,1
CG041694,2,CG,9703141730,97,3,17,9,6,5,114,0,1,3,1,2,50,2,4,2,2,16,1,3,1,1,6,9,1,1
CG041693,2,CG,9703210945,97,3,9,5,4,5,114,0,1,3,1,2,50,1,1,2,4,16,2,3,1,1,6,9,1,1
C9017423,2,C9,9704211830,97,4,18,10,7,1,100,0,1,1,2,3,50,2,2,1,4,17,2,5,1,1,6,9,1,1
CB020189,2,CB,9703221300,97,3,13,7,5,6,105,0,1,3,1,2,50,2,2,2,4,17,1,2,1,1,6,9,1,1
C7007786,2,C7,9703221230,97,3,12,7,5,6,104,0,2,3,1,2,50,1,1,2,4,12,2,3,1,1,6,9,1,1
C7007786,2,C7,9703221230,97,3,12,7,5,6,104,0,2,3,1,2,50,1,1,2,4,12,2,4,4,3,6,21,3,2
CC031802,2,CC,9703221006,97,3,10,6,4,6,111,0,1,3,1,2,40,2,4,2,4,13,2,8,1,1,6,9,1,1
C7007327,2,C7,9703221420,97,3,14,8,5,6,104,0,1,3,1,2,50,1,1,2,4,15,1,6,1,1,6,9,1,1
C8012802,2,C8,9703220400,97,3,4,3,2,6,106,0,1,3,2,2,50,1,1,2,4,13,1,6,1,1,4,9,1,1
CE045884,2,CE,9703231226,97,3,12,7,5,7,116,0,1,2,1,2,50,1,1,2,4,17,1,4,1,1,3,9,1,1
CC031804,2,CC,9703221401,97,3,14,8,5,6,111,0,1,3,1,2,50,1,1,2,1,17,1,3,1,1,6,9,1,1
CC031804,2,CC,9703221401,97,3,14,8,5,6,111,0,1,3,1,2,50,1,1,2,1,17,1,6,1,1,3,13,1,1
CD036885,2,CD,9703221530,97,3,15,8,6,6,112,0,2,3,1,2,50,1,1,2,3,17,2,5,1,1,6,9,1,1
CD036885,2,CD,9703221530,97,3,15,8,6,6,112,0,2,3,1,2,50,1,1,2,3,17,2,4,1,1,8,20,3,1
C6003019,2,C6,9703210820,97,3,8,5,3,5,108,0,1,3,1,2,50,4,5,2,4,13,2,3,1,1,6,9,1,1
C5000579,2,C5,9702291855,97,2,18,10,7,5,103,0,3,3,2,2,50,4,4,2,4,13,1,4,1,1,6,9,2,1
CE037392,2,CE,9703191915,97,3,19,10,7,3,116,0,2,3,2,2,50,1,1,2,2,12,1,4,1,1,6,9,1,1
CI025702,2,CI,9703180830,97,3,8,5,3,2,110,0,1,1,1,2,50,1,1,1,4,15,2,3,1,1,6,9,1,1
CG041454,2,CG,9703191005,97,3,10,6,4,3,114,0,1,2,1,2,50,1,1,1,1,15,1,3,1,1,6,9,1,1
CI025893,2,CI,9702291517,97,2,15,8,6,5,110,0,1,3,1,2,40,1,1,2,4,16,1,3,1,1,6,9,1,1
CA018399,2,CA,9703190005,97,3,0,1,1,3,100,0,1,1,2,2,50,1,1,1,4,15,1,3,1,1,6,9,1,1
CH040061,2,CH,9702290710,97,2,7,4,3,5,115,0,2,3,1,2,50,1,1,2,2,12,1,6,1,1,3,9,1,1
CG041532,2,CG,9702291210,97,2,12,7,5,5,114,0,1,3,1,2,50,1,1,2,1,16,1,4,1,1,6,5,2,1
CI026041,2,CI,9703041830,97,3,18,10,7,2,110,0,1,3,2,2,50,1,1,2,4,16,1,3,1,1,5,5,1,1
CI026041,2,CI,9703041830,97,3,18,10,7,2,110,0,1,3,2,2,50,1,1,2,4,16,2,3,4,3,7,14,3,1
CC032697,2,CC,9703041540,97,3,15,8,6,2,111,0,1,3,1,2,50,1,1,2,1,15,1,5,1,1,3,5,1,1
CC030090,2,CC,9703210830,97,3,8,5,3,5,111,0,3,3,1,2,40,4,4,2,1,16,1,1,1,1,8,20,3,2
C7008222,2,C7,9703190820,97,3,8,5,3,3,104,0,1,1,1,2,50,2,4,1,4,12,1,7,1,1,3,8,1,1
CG041456,2,CG,9703211010,97,3,10,6,4,5,114,0,2,3,1,2,50,1,1,2,1,12,2,3,1,3,8,20,3,2
C5000676,2,C5,9703041620,97,3,16,9,6,2,103,0,1,3,1,2,50,1,1,2,2,15,2,3,1,1,6,9,1,1
CI025641,2,CI,9703210750,97,3,7,4,3,5,110,0,1,3,1,2,50,1,4,2,1,13,1,7,1,1,4,1,1,1
CC030334,2,CC,9703202012,97,3,20,11,7,4,111,0,1,3,2,2,40,1,1,2,4,15,1,5,1,1,4,9,1,1
CG041740,2,CG,9703181309,97,3,13,7,5,2,114,0,1,1,1,2,50,2,2,1,4,17,2,4,1,1,3,7,1,1
CG041740,2,CG,9703181309,97,3,13,7,5,2,114,0,1,1,1,2,50,2,2,1,4,17,1,3,1,1,6,9,1,1
C8012146,2,C8,9703211040,97,3,10,6,4,5,106,0,1,3,1,2,50,2,4,2,4,3,1,3,1,1,6,9,1,1
CI025476,2,CI,9703031455,97,3,14,8,5,1,110,0,1,3,1,2,50,1,1,2,2,16,1,3,1,1,5,5,1,1
CB020939,2,CB,9703210800,97,3,8,5,3,5,105,0,1,3,1,2,50,4,4,2,4,12,1,5,1,1,3,8,1,1
CE037528,2,CE,9703181730,97,3,17,9,6,2,116,0,1,2,1,2,40,1,1,2,3,15,1,5,1,1,4,5,1,1
CC031694,2,CC,9703190951,97,3,9,5,4,3,111,0,1,3,1,2,50,2,4,2,4,12,2,3,1,1,3,8,1,1
CD037028,2,CD,9702292250,97,2,22,12,8,5,112,0,1,1,2,2,60,2,4,1,4,12,2,5,1,1,6,9,1,1
CC031130,2,CC,9702290820,97,2,8,5,3,5,111,0,1,3,1,2,50,2,2,2,4,3,1,3,1,1,3,9,1,1
CH040248,2,CH,9703191300,97,3,13,7,5,3,115,0,1,3,1,2,50,2,4,2,4,12,1,2,1,1,6,7,1,1
CI026043,2,CI,9703051715,97,3,17,9,6,3,110,0,2,3,1,2,50,1,1,2,1,16,1,3,1,1,6,11,1,1
C6003289,2,C6,9703192020,97,3,20,11,7,3,108,0,2,3,2,2,50,1,1,2,2,12,1,2,1,1,6,9,1,1
CE037394,2,CE,9703210940,97,3,9,5,4,5,116,0,1,3,1,2,50,1,1,2,4,16,1,3,1,1,6,9,1,1
CG041371,2,CG,9703131900,97,3,19,10,7,4,114,0,1,3,2,2,50,1,1,2,1,12,1,3,1,1,3,6,1,1
CB020179,2,CB,9703051935,97,3,19,10,7,3,105,0,1,3,2,2,50,1,1,2,2,17,1,7,1,1,4,5,1,1
C7008024,2,C7,9703211330,97,3,13,7,5,5,104,0,1,3,1,2,50,1,1,2,3,12,1,6,1,1,6,9,1,1
CB021575,2,CB,9703181509,97,3,15,8,6,2,105,0,1,2,1,2,50,1,4,2,3,11,1,8,1,1,6,5,1,1
CD034645,2,CD,9703050800,97,3,8,5,3,3,112,0,2,3,1,2,50,2,2,2,4,13,1,3,1,1,6,9,1,1
C6003142,2,C6,9703051350,97,3,13,7,5,3,108,0,1,3,1,2,50,2,5,2,4,11,1,9,1,1,6,9,1,1
C5001659,2,C5,9703151208,97,3,12,7,5,6,103,0,1,3,1,2,40,1,1,2,1,15,1,3,1,1,3,5,1,1
C5001514,2,C5,9703210750,97,3,7,4,3,5,103,0,3,3,1,2,50,2,4,2,4,13,2,5,1,1,6,9,1,1
C6003050,2,C6,9703181130,97,3,11,6,4,2,108,0,1,1,1,2,40,2,6,1,4,11,2,1,1,1,8,20,3,2
CH040241,2,CH,9703060855,97,3,8,5,3,4,115,0,1,3,1,2,50,1,1,2,2,12,1,4,1,1,3,5,1,1
CB020185,2,CB,9703211158,97,3,11,6,4,5,105,0,1,3,1,2,50,1,1,2,2,17,1,6,1,1,4,13,1,1
CB020185,2,CB,9703211158,97,3,11,6,4,5,105,0,1,3,1,2,50,1,1,2,2,17,2,6,1,1,6,9,2,1
CB020185,2,CB,9703211158,97,3,11,6,4,5,105,0,1,3,1,2,50,1,1,2,2,17,1,3,4,3,8,19,3,1
CG044190,2,CG,9703061900,97,3,19,10,7,4,114,0,1,3,2,2,50,2,4,2,4,16,1,4,1,1,4,11,1,1
CG045648,2,CG,9708301410,97,8,14,8,5,6,114,0,1,3,1,2,50,1,1,2,4,17,1,5,1,1,3,5,1,1
CE103099,2,CE,9708301135,97,8,11,6,4,6,116,0,1,2,1,2,50,2,3,2,4,12,2,4,1,1,6,9,1,1
CG044903,2,CG,9708301330,97,8,13,7,5,6,114,0,1,3,1,2,40,2,2,2,4,12,2,6,1,1,6,9,1,1
CG044903,2,CG,9708301330,97,8,13,7,5,6,114,0,1,3,1,2,40,2,2,2,4,12,1,3,1,1,1,5,1,1
C6100097,2,C6,9708301005,97,8,10,6,4,6,108,0,2,3,1,2,50,1,1,2,2,16,1,4,3,4,6,9,1,1
CD106258,2,CD,9708301330,97,8,13,7,5,6,112,0,2,3,1,2,50,1,1,2,3,15,1,4,1,1,3,9,1,1
CD106258,2,CD,9708301330,97,8,13,7,5,6,112,0,2,3,1,2,50,1,1,2,3,15,2,3,4,3,8,20,3,1
CB023291,2,CB,9708291728,97,8,17,9,6,5,105,0,1,3,1,2,30,1,1,2,1,16,1,5,1,1,3,6,1,1
CB023291,2,CB,9708291728,97,8,17,9,6,5,105,0,1,3,1,2,30,1,1,2,1,16,1,3,1,1,6,9,1,1
CG100169,2,CG,9708291425,97,8,14,8,5,5,114,0,1,3,1,2,50,2,4,2,4,12,2,6,1,1,6,9,1,1
CD101713,2,CD,9708301350,97,8,13,7,5,6,112,0,1,3,1,2,50,2,4,2,4,12,1,4,1,1,6,9,1,1
CD106257,2,CD,9708301140,97,8,11,6,4,6,112,0,1,3,1,2,40,1,1,2,4,6,1,1,4,3,8,18,3,1
CD106257,2,CD,9708301140,97,8,11,6,4,6,112,0,1,3,1,2,40,1,1,2,4,6,1,5,1,1,4,9,1,1
C9100442,2,C9,9708301620,97,8,16,9,6,6,100,0,1,3,1,2,50,1,1,2,2,2,2,6,1,1,3,5,1,1
C9100442,2,C9,9708301620,97,8,16,9,6,6,100,0,1,3,1,2,50,1,1,2,2,2,2,6,4,3,8,16,3,1
CG045576,2,CG,9708292010,97,8,20,11,7,5,114,0,1,3,2,2,50,1,1,2,4,16,2,4,1,1,3,6,1,1
C7100643,2,C7,9708301407,97,8,14,8,5,6,104,0,1,3,1,2,50,2,4,2,4,17,1,3,1,1,6,9,1,1
C6004584,2,C6,9708300510,97,8,5,3,2,6,108,0,1,3,1,2,50,1,1,2,1,16,1,5,1,1,4,9,1,1
C7100245,2,C7,9708301655,97,8,16,9,6,6,104,0,1,3,1,2,50,1,1,2,4,15,1,2,4,3,7,9,3,1
C7100245,2,C7,9708301655,97,8,16,9,6,6,104,0,1,3,1,2,50,1,1,2,4,15,1,5,1,1,3,9,1,1
C7100758,2,C7,9708301820,97,8,18,10,7,6,104,0,1,3,2,2,40,2,4,2,4,11,1,5,1,1,6,9,1,1
C5105351,2,C5,9708311400,97,8,14,8,5,7,103,0,2,3,1,2,50,2,4,2,4,3,2,3,4,3,8,16,3,2
C5105351,2,C5,9708311400,97,8,14,8,5,7,103,0,2,3,1,2,50,2,4,2,4,3,1,3,1,4,6,9,1,1
CH100757,2,CH,9708010940,97,8,9,5,4,5,115,0,1,3,1,2,50,1,1,2,4,17,1,8,1,1,6,9,1,1
C7100365,2,C7,9707311720,97,7,17,9,6,4,104,0,2,3,1,2,40,1,1,2,1,15,2,5,1,1,6,9,2,1
CB022983,2,CB,9708271315,97,8,13,7,5,3,105,0,1,2,1,2,50,1,1,2,4,16,2,4,1,1,3,9,1,1
CD100009,2,CD,9708291620,97,8,16,9,6,5,112,0,1,3,1,2,60,2,4,2,4,12,1,5,1,1,6,9,1,1
C7100644,2,C7,9708301849,97,8,18,10,7,6,104,0,1,3,2,2,50,3,4,2,4,13,1,4,1,1,3,9,1,1
C7100644,2,C7,9708301849,97,8,18,10,7,6,104,0,1,3,2,2,50,3,4,2,4,13,1,4,1,1,3,9,1,1
C7100644,2,C7,9708301849,97,8,18,10,7,6,104,0,1,3,2,2,50,3,4,2,4,13,2,1,4,3,8,20,3,2
C7100999,2,C7,9708302210,97,8,22,12,8,6,104,0,1,3,2,2,30,1,1,2,2,12,1,4,1,1,6,14,1,1
C7100999,2,C7,9708302210,97,8,22,12,8,6,104,0,1,3,2,2,30,1,1,2,2,12,1,8,1,1,4,14,1,1
CE100909,2,CE,9708301020,97,8,10,6,4,6,116,0,1,3,1,2,50,1,1,2,4,12,1,2,1,1,6,9,1,1
CE100909,2,CE,9708301020,97,8,10,6,4,6,116,0,1,3,1,2,50,1,1,2,4,12,1,4,1,1,3,9,1,1
CD101649,2,CD,9708301440,97,8,14,8,5,6,112,0,3,3,1,2,50,1,1,2,2,16,1,6,3,4,3,9,1,1
CD101649,2,CD,9708301440,97,8,14,8,5,6,112,0,3,3,1,2,50,1,1,2,2,16,1,4,1,4,6,9,1,1
C7100604,2,C7,9708302323,97,8,23,12,8,6,104,0,3,3,2,2,50,1,1,2,4,17,2,3,4,3,8,20,3,2
CI028137,2,CI,9708281400,97,8,14,8,5,4,110,0,1,3,1,2,50,1,1,2,1,2,1,4,1,1,3,5,1,1
CD100688,2,CD,9712162150,97,12,21,11,8,2,112,0,1,3,2,2,50,2,4,2,4,17,1,2,1,1,6,9,1,1
CF100106,2,CF,9708301920,97,8,19,10,7,6,116,0,1,2,2,2,40,1,1,2,4,15,2,6,1,1,6,9,1,1
CF100107,2,CF,9708302150,97,8,21,11,8,6,116,0,1,3,2,2,50,1,1,2,4,16,1,2,1,1,6,9,1,1
CI028169,2,CI,9708301350,97,8,13,7,5,6,110,0,2,3,1,2,50,1,1,2,1,16,1,6,1,1,4,11,1,1
CG100523,2,CG,9708301224,97,8,12,7,5,6,114,0,1,3,1,2,40,1,1,2,4,3,2,7,4,3,8,20,3,2
CI028169,2,CI,9708301350,97,8,13,7,5,6,110,0,2,3,1,2,50,1,1,2,1,16,2,2,4,3,8,20,3,2
CB023292,2,CB,9708301345,97,8,13,7,5,6,105,0,1,3,1,2,40,1,1,2,4,16,1,3,1,1,6,6,1,1
CA100753,2,CA,9712290342,97,12,3,2,2,1,100,0,3,3,1,2,50,1,1,2,1,15,2,5,1,1,6,9,1,1
C9100888,2,C9,9701181815,97,1,18,10,7,5,100,0,1,3,2,2,50,1,1,2,2,13,2,3,1,1,3,12,1,1
CD102461,2,CD,9701170830,97,1,8,5,3,4,112,0,2,3,1,2,40,4,4,2,4,10,1,3,1,1,6,9,1,1
C7102523,2,C7,9712112130,97,12,21,11,8,4,104,0,2,3,2,2,50,1,1,2,1,3,2,8,4,3,8,16,3,2
C5102295,2,C5,9712152025,97,12,20,11,7,1,103,0,2,3,2,2,40,1,1,2,4,17,1,3,1,1,6,9,1,1
C7007665,2,C7,9703201220,97,3,12,7,5,4,104,0,1,3,1,2,50,2,2,2,4,12,1,4,1,1,6,9,1,1
C9016970,2,C9,9703201810,97,3,18,10,7,4,100,0,2,3,2,2,50,1,1,2,4,12,1,2,1,1,6,1,1,1
C9017401,2,C9,9703192330,97,3,23,12,8,3,100,0,1,3,2,2,50,1,1,2,1,16,1,4,1,1,3,5,1,1
CG041745,2,CG,9703190840,97,3,8,5,3,3,114,0,1,1,1,2,50,1,1,1,1,17,2,4,1,1,3,11,1,1
C5001514,2,C5,9703210750,97,3,7,4,3,5,103,0,3,3,1,2,50,2,4,2,4,13,2,3,1,3,8,9,3,2
C5001514,2,C5,9703210750,97,3,7,4,3,5,103,0,3,3,1,2,50,2,4,2,4,13,1,3,1,1,6,9,1,1
CC031396,2,CC,9703211318,97,3,13,7,5,5,111,0,2,3,1,2,50,2,4,2,4,12,2,3,1,1,6,9,1,1
C7008223,2,C7,9703200815,97,3,8,5,3,4,104,0,2,3,1,2,50,1,1,2,4,12,1,6,1,1,6,5,1,1
C5000626,2,C5,9703211655,97,3,16,9,6,5,103,0,2,3,1,2,50,1,1,2,1,10,1,6,1,1,6,9,1,1
C7008251,2,C7,9703211750,97,3,17,9,6,5,104,0,1,2,2,2,50,2,4,2,4,16,1,8,1,1,6,9,1,1
CE037639,2,CE,9703212155,97,3,21,11,8,5,116,0,2,3,3,2,50,1,1,2,4,15,2,3,1,1,6,9,1,1
C8012903,2,C8,9703212140,97,3,21,11,8,5,106,0,3,3,2,2,50,1,7,2,4,15,1,2,1,1,6,9,1,1
CE045880,2,CE,9703210740,97,3,7,4,3,5,116,0,1,3,1,2,50,2,3,2,4,17,1,3,1,1,6,4,1,1
CE045880,2,CE,9703210740,97,3,7,4,3,5,116,0,1,3,1,2,50,2,3,2,4,17,1,5,1,1,3,9,1,1
C6003320,2,C6,9703220015,97,3,0,1,1,6,108,0,1,3,2,2,50,1,1,2,2,17,1,6,1,1,4,8,1,1
CD035582,2,CD,9703212320,97,3,23,12,8,5,112,0,2,3,2,2,50,1,1,2,2,16,1,7,3,4,3,5,1,1
CD035582,2,CD,9703212320,97,3,23,12,8,5,112,0,2,3,2,2,50,1,1,2,2,16,2,3,1,3,8,20,3,2
C8012932,2,C8,9703220215,97,3,2,2,1,6,106,0,1,3,2,2,40,1,1,2,4,15,1,4,1,1,4,9,1,1
CG045295,2,CG,9703222310,97,3,23,12,8,6,114,0,1,1,2,2,50,4,4,1,4,17,1,2,4,3,7,9,3,2
C8011934,2,C8,9703231750,97,3,17,9,6,7,106,0,1,2,1,2,50,1,1,2,2,15,2,3,1,1,6,1,1,1
CI024837,2,CI,9703222300,97,3,23,12,8,6,110,0,1,1,2,2,40,1,1,1,1,16,1,3,1,1,6,9,1,1
CI024838,2,CI,9703231145,97,3,11,6,4,7,110,0,1,2,1,2,50,1,1,2,4,17,1,4,1,1,6,9,1,1
C7007311,2,C7,9703231845,97,3,18,10,7,7,104,0,1,2,1,2,50,1,1,1,1,15,1,8,1,1,6,9,1,1
C7008169,2,C7,9703260855,97,3,8,5,3,3,104,0,1,3,1,2,50,2,4,2,4,12,1,3,1,1,6,9,1,1
CD034480,2,CD,9703260730,97,3,7,4,3,3,112,0,2,3,1,2,60,2,3,1,4,13,1,6,1,1,6,9,1,1
CD034480,2,CD,9703260730,97,3,7,4,3,3,112,0,2,3,1,2,60,2,3,1,4,13,1,9,4,3,7,9,3,1
CD034482,2,CD,9703261000,97,3,10,6,4,3,112,0,2,3,1,2,60,2,5,2,4,13,1,3,1,1,6,9,1,1
C7007593,2,C7,9703261100,97,3,11,6,4,3,104,0,2,3,1,2,50,1,1,2,4,13,2,4,1,1,6,9,1,1
CG041387,2,CG,9703261005,97,3,10,6,4,3,114,0,1,3,1,2,50,1,1,2,4,3,1,6,4,3,8,16,3,2
CG041459,2,CG,9703242200,97,3,22,12,8,1,114,0,1,3,2,2,50,1,1,2,3,10,1,3,1,1,3,5,2,1
C7007325,2,C7,9703220230,97,3,2,2,1,6,104,0,1,3,2,2,30,2,4,2,4,13,1,6,1,1,4,9,1,1
CD036253,2,CD,9703202240,97,3,22,12,8,4,112,0,1,3,2,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
CD036254,2,CD,9703211850,97,3,18,10,7,5,112,0,1,3,2,2,50,1,1,2,3,15,1,8,1,1,6,9,1,1
C8013157,2,C8,9704301900,97,4,19,10,7,3,106,0,2,3,2,2,50,1,1,2,2,15,1,5,1,1,3,1,1,1
CC031801,2,CC,9703220142,97,3,1,1,1,6,111,0,5,3,2,2,40,2,4,2,4,10,1,2,1,1,6,9,1,1
CC031801,2,CC,9703220142,97,3,1,1,1,6,111,0,5,3,2,2,40,2,4,2,4,10,1,3,1,1,6,9,1,1
CC031801,2,CC,9703220142,97,3,1,1,1,6,111,0,5,3,2,2,40,2,4,2,4,10,1,1,1,1,6,9,2,1
CD106243,2,CD,9708302009,97,8,20,11,7,6,112,0,4,3,2,2,50,2,2,2,4,6,2,5,4,3,8,20,3,1
CD106243,2,CD,9708302009,97,8,20,11,7,6,112,0,4,3,2,2,50,2,2,2,4,6,1,4,4,3,8,20,3,1
CD106243,2,CD,9708302009,97,8,20,11,7,6,112,0,4,3,2,2,50,2,2,2,4,6,2,8,4,3,8,20,3,1
CH041148,2,CH,9708212000,97,8,20,11,7,4,115,0,2,3,2,2,50,2,4,2,4,10,2,5,1,1,6,9,1,1
CG100525,2,CG,9708311130,97,8,11,6,4,7,114,0,1,3,1,2,40,2,4,2,4,12,1,5,4,1,9,9,1,1
CG100525,2,CG,9708311130,97,8,11,6,4,7,114,0,1,3,1,2,40,2,4,2,4,12,2,4,1,1,6,9,1,1
C7100946,2,C7,9708311235,97,8,12,7,5,7,104,0,1,3,1,2,40,1,1,2,1,11,1,7,1,1,4,9,1,1
CD035501,2,CD,9708302000,97,8,20,11,7,6,112,0,2,3,2,2,60,2,2,2,4,3,1,3,1,1,6,12,1,1
C5105675,2,C5,9708311340,97,8,13,7,5,7,103,0,2,3,1,2,50,1,1,2,1,15,1,3,1,1,6,9,1,1
C7101005,2,C7,9709030745,97,9,7,4,3,3,104,0,1,3,1,2,50,1,1,2,2,12,1,5,1,1,6,9,1,1
C6005052,2,C6,9709010830,97,9,8,5,3,1,108,0,1,3,1,2,40,2,4,2,4,12,2,5,1,1,6,9,1,1
CG044905,2,CG,9709011930,97,9,19,10,7,1,114,0,1,1,2,2,50,1,2,1,4,16,1,6,1,1,1,6,1,1
CG044905,2,CG,9709011930,97,9,19,10,7,1,114,0,1,1,2,2,50,1,2,1,4,16,2,3,1,1,6,9,1,1
CG100171,2,CG,9709012100,97,9,21,11,8,1,114,0,1,3,2,2,50,1,1,2,1,12,1,3,1,1,6,9,1,1
